WKT;ID;LENGTH;DIR;LONGITUD;TIPO;MODE;NAME;AB_CARRIL;BA_CARRIL;AB_CAP;BA_CAP;AB_VEL;BA_VEL;AB_ALPHA;BA_ALPHA;AB_BETA;BA_BETA;AB_CAPAC;BA_CAPAC;AB_PRELOAD;BA_PRELOAD;AB_PRELOA1;BA_PRELOA1;AB_PRELOA2;BA_PRELOA2;AB_TMPPRV_;BA_TMPPRV_;AB_TMPPRVA;BA_TMPPRVA;AB_VELPRVA;BA_VELPRVA;AB_TMPPEAT;BA_TMPPEAT;AB_TMMETRO;BA_TMMETRO;AB_TMTREN;BA_TMTREN;AB_TMBUS;BA_TMBUS;MAXBUSSP;Y12;Y20;Y30
LINESTRING (-77.047234 -12.094234,-77.046168 -12.09409);5632;0.12;0;0.12;1;;Javier Prado Oeste;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;621.03;407.25;255.26;143.06;627.38;431.65;0.16;0.16;0.25;0.19;27.07;35.37;1.76;1.76;;;0.2;0.2;0.28;0.28;25;1;1;1
LINESTRING (-77.047234 -12.094234,-77.041895 -12.091565);5634;0.65;0;0.65;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.3;1.3;1.3;1.3;4;4;9.78;9.78;;;;;;;;1;1;1
LINESTRING (-77.037971 -12.100604,-77.040595 -12.100137);5720;0.29;0;0.29;5;;Aurelio Miro Quesada;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.7;0.7;0.7;0.7;25;22.78;4.35;4.35;;;0.5;0.5;0.87;0.87;20;1;1;1
LINESTRING (-77.051452 -12.103071,-77.051021 -12.099792,-77.05097 -12.099051);5774;0.45;0;0.45;5;;Coronel Pedro Portillo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.07;1.07;1.07;1.07;24.95;25;6.72;6.72;;;0.77;0.77;1.34;1.34;20;1;1;1
LINESTRING (-76.990043 -11.935439,-76.989266 -11.932629);13695;0.32;0;0.49;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.64;0.64;0.64;0.64;4;4;4.83;4.83;;;;;;;;1;1;1
LINESTRING (-77.051452 -12.103071,-77.047884 -12.103002);5775;0.39;0;0.39;5;;General Juan Antonio Pezet;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;85.53;162.54;57.11;94.5;109.23;121.7;0.93;0.93;0.93;0.93;25;24.96;5.83;5.83;;;0.67;0.67;1.17;1.17;20;1;1;1
LINESTRING (-77.051452 -12.103071,-77.053514 -12.102182);5777;0.25;0;0.4;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.49;0.49;0.49;0.49;4;4;3.68;3.68;;;;;;;;1;1;1
LINESTRING (-77.047234 -12.094234,-77.048402 -12.094402);5633;0.13;0;0.13;1;;Javier Prado Oeste;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;360.35;667.28;101.5;314.74;428.64;624.37;0.17;0.17;0.18;0.25;40.89;28.85;1.93;1.93;;;0.22;0.22;0.31;0.31;25;1;1;1
LINESTRING (-77.047234 -12.094234,-77.04651 -12.096469);5635;0.26;0;0.53;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.52;0.52;0.52;0.52;4;4;3.89;3.89;;;;;;;;1;1;1
LINESTRING (-77.050559 -12.094713,-77.050161 -12.097196,-77.050246 -12.097493,-77.050026 -12.098914);5766;0.47;0;0.47;5;;Los Castanhos;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.13;1.13;1.13;1.13;24.79;24.96;7.07;7.07;;;0.81;0.81;1.41;1.41;20;1;1;1
LINESTRING (-77.05682 -12.096736,-77.05322 -12.093048);13687;0.57;0;0.48;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.13;1.13;1.13;1.13;4;4;8.49;8.49;;;;;;;;1;1;1
LINESTRING (-77.05097 -12.099051,-77.050026 -12.098914);5789;0.1;0;0.1;5;;M.Echenique;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.25;0.25;0.25;0.25;24.76;25;1.56;1.56;;;0.18;0.18;0.31;0.31;20;1;1;1
LINESTRING (-77.05322 -12.093048,-77.050559 -12.094713);5625;0.34;0;0.34;1;;Faustino Sanchez Carrion;2;3;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;3600;533.33;323.98;248.03;92.29;582.47;402;0.46;0.46;0.65;0.47;26.12;43.1;5.14;5.14;;;0.59;0.59;0.82;0.82;25;1;1;1
LINESTRING (-77.03965 -12.107551,-77.043928 -12.106712);5713;0.47;0;0.56;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.95;0.95;0.95;0.95;4;4;7.12;7.12;;;;;;;;1;1;1
LINESTRING (-77.037971 -12.100604,-77.038396 -12.102066,-77.038481 -12.102898);5718;0.26;1;0.26;2;;Camino Real;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;119.75;;64.83;;149.46;0;0.35;0.35;0.35;;29.97;;3.91;3.91;;;0.45;0.45;0.63;;25;1;1;1
LINESTRING (-77.038154 -12.095807,-77.038276 -12.094976);5750;0.09;0;0.09;5;;Las Palmeras;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.22;0.22;0.22;0.22;24.86;24.95;1.39;1.39;;;0.16;0.16;0.28;0.28;20;1;1;1
LINESTRING (-77.061547 -12.071633,-77.061711 -12.072389,-77.061839 -12.072672,-77.062214 -12.073227,-77.064527 -12.077279);4518;0.71;0;0.71;2;;Antonio Jose De Sucre;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;773.08;354.93;594.65;302.94;594.65;395.47;0.94;0.94;1.01;1.08;29.58;29.91;10.61;10.61;;;1.21;1.21;1.7;1.7;25;1;1;1
LINESTRING (-77.068183 -12.075606,-77.064527 -12.077279);4712;0.44;0;0.55;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.88;0.88;0.88;0.88;4;4;6.58;6.58;;;;;;;;1;1;1
LINESTRING (-77.057709 -12.090092,-77.05354 -12.088703);5629;0.48;0;0.42;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.96;0.96;0.96;0.96;4;4;7.19;7.19;;;;;;;;1;1;1
LINESTRING (-77.040784 -12.075089,-77.039283 -12.074358);5689;0.18;0;0.25;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.36;0.36;0.36;0.36;4;4;2.73;2.73;;;;;;;;1;1;1
LINESTRING (-77.052961 -12.063114,-77.055226 -12.062504,-77.056169 -12.061716);5886;0.39;1;0.39;5;;General Orbegoso;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;58.02;;39.81;;72.37;0;0.94;0.94;0.94;;25;;5.86;5.86;;;0.67;0.67;1.17;;20;1;1;1
LINESTRING (-77.053225 -12.065767,-77.054163 -12.066556);5888;0.13;0;0.13;2;;Jorge Chavez;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;;;;;0;0;0.18;0.18;0.18;0.18;29.97;30;2.02;2.02;;;0.23;0.23;0.32;0.32;25;1;1;1
LINESTRING (-77.054163 -12.066556,-77.053619 -12.065463);5892;0.13;0;0.13;5;;Loreto;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.32;0.32;0.32;0.32;25;25;2.02;2.02;;;0.23;0.23;0.4;0.4;20;1;1;1
LINESTRING (-77.054163 -12.066556,-77.052015 -12.068345);5894;0.31;0;0.31;5;;Pedro Ruiz Gallo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;15.11;;4.68;0;4.68;0.74;0.74;0.74;0.74;25;25;4.6;4.6;;;0.53;0.53;0.92;0.92;20;1;1;1
LINESTRING (-77.053711 -12.075168,-77.056572 -12.078609);5895;0.49;0;0.49;1;;Brasil;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;504.27;247.28;313.42;212.18;502.62;332.44;0.66;0.66;0.71;0.7;39.02;39.26;7.38;7.38;;;0.84;0.84;1.18;1.18;25;1;1;1
LINESTRING (-77.053711 -12.075168,-77.053775 -12.075171,-77.056548 -12.078515,-77.056572 -12.078609);5896;0.5;1;0.5;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;7.8;;2.97;;20.57;0;0.66;0.66;0.7;;41.11;;7.43;7.43;;;0.85;0.85;1.49;;20;1;1;1
LINESTRING (-77.053711 -12.075168,-77.053752 -12.075063,-77.054765 -12.074352,-77.054888 -12.074301);5898;0.16;1;0.16;2;;Simon Bolivar;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;512.33;;328.83;;407.44;0;0.22;0.22;0.22;;29.89;;2.56;2.56;;;0.28;0.28;0.39;;25;1;1;1
LINESTRING (-77.053711 -12.075168,-77.052887 -12.074174);5899;0.14;0;0.14;1;;Brasil;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;155.15;841.72;126.97;541.17;219.76;759.95;0.19;0.19;0.2;0.22;38.26;33.91;2.13;2.13;;;0.24;0.24;0.34;0.34;25;1;1;1
LINESTRING (-77.053711 -12.075168,-77.05365 -12.075159,-77.052873 -12.074227,-77.052887 -12.074174);5900;0.15;1;0.15;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;153.57;;143.31;;172.19;0;0.19;0.19;0.2;;39.18;;2.19;2.19;;;0.25;0.25;0.44;;20;1;1;1
LINESTRING (-77.056572 -12.078609,-77.056458 -12.07856,-77.053701 -12.075217,-77.053711 -12.075168);5901;0.5;1;0.5;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;28.34;;22.87;;37.87;0;0.66;0.66;0.7;;40.48;;7.43;7.43;;;0.85;0.85;1.49;;20;1;1;1
LINESTRING (-77.052659 -12.075934,-77.051878 -12.074975);5904;0.14;1;0.14;5;;General Garzon;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;282.13;;207.17;;207.17;0;0.33;0.33;0.33;;25;;2.04;2.04;;;0.23;0.23;0.41;;20;1;1;1
LINESTRING (-77.051092 -12.075619,-77.051878 -12.074975);5909;0.11;1;0.11;2;;Afranio De Mello Franco;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;335.88;;177.32;;218.46;0;0.15;0.15;0.15;;29.96;;1.67;1.67;;;0.19;0.19;0.27;;25;1;1;1
LINESTRING (-77.052887 -12.074174,-77.054051 -12.073294);5911;0.16;1;0.16;2;;Coraceros;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;187.75;;91.27;;113.34;0;0.21;0.21;0.21;;30;;2.4;2.4;;;0.27;0.27;0.38;;25;1;1;1
LINESTRING (-77.050277 -12.074629,-77.051092 -12.075619);5916;0.14;1;0.14;5;;Arnaldo Marquez;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;83.1;;40.29;;40.29;0;0.34;0.34;0.34;;24.87;;2.11;2.11;;;0.24;0.24;0.42;;20;1;1;1
LINESTRING (-77.050277 -12.074629,-77.049504 -12.075251);5917;0.11;1;0.11;5;;Mariscal Toribio Luzuriaga;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;36.14;;28.26;;38.39;0;0.26;0.26;0.26;;24.95;;1.63;1.63;;;0.19;0.19;0.33;;20;1;1;1
LINESTRING (-77.047562 -12.075121,-77.047937 -12.074885);5919;0.05;1;0.05;2;;Republica Dominicana;3;3;840;840;30;30;0.5;0.5;3.7;3.7;2520;2520;393.97;;259.47;;260.2;0;0.12;0.12;0.12;;24.87;;0.73;0.73;;;0.08;0.08;0.15;;20;1;1;1
LINESTRING (-77.047937 -12.074885,-77.049561 -12.076836);5921;0.28;1;0.28;5;;Huamachuco;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;19.4;;9.02;;16.49;0;0.67;0.67;0.67;;25;;4.19;4.19;;;0.48;0.48;0.84;;20;1;1;1
LINESTRING (-77.042745 -12.075198,-77.042768 -12.075115,-77.042808 -12.07504,-77.042854 -12.074984,-77.042907 -12.074934,-77.04296 -12.074892,-77.043019 -12.07487,-77.043113 -12.074866,-77.043555 -12.074857);5923;0.11;1;0.11;2;;Plaza Andres A. Caceres;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;334.29;;234.38;;260.2;0;0.14;0.14;0.15;;27.97;;1.61;1.61;;;0.18;0.18;0.26;;25;1;1;1
LINESTRING (-77.047404 -12.074585,-77.047562 -12.075121);5927;0.06;1;0.06;5;;Huiracocha;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;159.26;;111.09;;159.26;0;0.15;0.15;0.15;;24.89;;0.93;0.93;;;0.11;0.11;0.19;;20;1;1;1
LINESTRING (-77.049504 -12.075251,-77.048702 -12.074267);5928;0.14;1;0.14;5;;Horacio Urteaga;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;36.14;;28.26;;38.39;0;0.33;0.33;0.33;;24.61;;2.09;2.09;;;0.24;0.24;0.42;;20;1;1;1
LINESTRING (-77.049512 -12.074537,-77.049466 -12.073655);13390;0.1;0;0.27;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.2;0.2;0.2;0.2;4;4;1.47;1.47;;;;;;;;1;1;1
LINESTRING (-77.054154 -12.083352,-77.053916 -12.083396,-77.053398 -12.083432,-77.053094 -12.083408,-77.053039 -12.083404,-77.052551 -12.083326,-77.052193 -12.083199,-77.052102 -12.083164);5932;0.23;0;0.23;2;;San Felipe;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;302.71;132.87;97.88;68.2;97.88;71.25;0.3;0.3;0.35;0.31;29.75;29.98;3.42;3.42;;;0.39;0.39;0.55;0.55;25;1;1;1
LINESTRING (-77.054803 -12.086652,-77.05159 -12.084109);5938;0.45;0;0.45;2;;Gregorio Escobedo;2;2;960;960;25;45;0.8;0.8;3.68;3.68;1920;1920;476;701.57;370.28;398.81;399.75;624.72;1.08;0.6;1.08;0.63;24.69;24.78;6.73;6.73;;;0.77;0.77;1.08;1.08;25;1;1;1
LINESTRING (-77.054803 -12.086652,-77.05354 -12.088703);5939;0.27;0;0.42;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.53;0.53;0.53;0.53;4;4;3.98;3.98;;;;;;;;1;1;1
LINESTRING (-77.042142 -12.075183,-77.042006 -12.073898);5943;0.14;0;0.14;1;;Salaverry;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;551.04;872.78;442.74;503.24;496.17;787.57;0.19;0.19;0.22;0.25;42.98;26.98;2.14;2.14;;;0.25;0.25;0.34;0.34;25;1;1;1
LINESTRING (-77.055693 -12.073695,-77.055633 -12.073834,-77.053842 -12.075141,-77.053711 -12.075168);5947;0.27;1;0.27;2;;Salaverry;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;462.91;;294.42;;472.03;0;0.37;0.37;0.52;;28.66;;4.24;4.24;;;0.47;0.47;0.66;;25;1;1;1
LINESTRING (-77.052377 -12.071264,-77.054051 -12.073294);5951;0.29;0;0.29;5;;Juan Pablo Fernandini;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.69;0.69;0.69;0.69;25;25;4.34;4.34;;;0.5;0.5;0.87;0.87;20;1;1;1
LINESTRING (-77.052377 -12.071264,-77.052928 -12.070854,-77.053121 -12.070728,-77.053249 -12.070702,-77.053436 -12.070675,-77.053798 -12.070741,-77.053954 -12.070754,-77.054146 -12.070741,-77.055102 -12.070602);5952;0.32;1;0.32;5;;General Borgonho;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.76;0.76;0.76;;25;;4.78;4.78;;;0.55;0.55;0.96;;20;1;1;1
LINESTRING (-77.054643 -12.063216,-77.053106 -12.063664);5953;0.17;1;0.17;5;;Castrovirreyna;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;105.09;;62.99;;97.32;0;0.42;0.42;0.42;;25;;2.62;2.62;;;0.3;0.3;0.52;;20;1;1;1
LINESTRING (-77.054714 -12.068448,-77.053915 -12.068634);5959;0.09;1;0.09;5;;Colombia;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;21.14;;2;;2;0;0.21;0.21;0.21;;24.54;;1.34;1.34;;;0.15;0.15;0.27;;20;1;1;1
LINESTRING (-77.044012 -12.074852,-77.044086 -12.074897,-77.044143 -12.074936,-77.044193 -12.074979,-77.044236 -12.075035,-77.044277 -12.075111,-77.044286 -12.0752);5963;0.05;1;0.05;2;;Plaza Andres A. Caceres;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;390.51;;254.93;;282.25;0;0.12;0.12;0.21;;21.98;;0.77;0.77;;;0.09;0.09;0.21;;20;1;1;1
LINESTRING (-77.054701 -12.078412,-77.052659 -12.075934);5966;0.35;1;0.35;5;;General Garzon;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;147.2;;31.7;;31.7;0;0.85;0.85;0.85;;25;;5.29;5.29;;;0.61;0.61;1.06;;20;1;1;1
LINESTRING (-77.053218 -12.078174,-77.054701 -12.078412);5967;0.16;1;0.16;5;;Francisco Javier Mariategui;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;10.13;;1.89;;10.32;0;0.39;0.39;0.39;;25;;2.45;2.45;;;0.28;0.28;0.49;;20;1;1;1
LINESTRING (-77.053218 -12.078174,-77.055138 -12.08049);5968;0.33;1;0.33;5;;Arnaldo Marquez;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;102.66;;31.7;;31.7;0;0.79;0.79;0.79;;25;;4.96;4.96;;;0.57;0.57;0.99;;20;1;1;1
LINESTRING (-77.053339 -12.074633,-77.053713 -12.07511,-77.053711 -12.075168);5970;0.07;1;0.07;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;155.35;;107.86;;160.36;0;0.1;0.1;0.11;;37.16;;1.1;1.1;;;0.13;0.13;0.22;;20;1;1;1
LINESTRING (-77.049512 -12.074537,-77.048732 -12.077506);5975;0.34;0;0.27;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.68;0.68;0.68;0.68;4;4;5.09;5.09;;;;;;;;1;1;1
LINESTRING (-77.05013 -12.081565,-77.050557 -12.083674);13394;0.24;0;0.37;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.48;0.48;0.48;0.48;4;4;3.57;3.57;;;;;;;;1;1;1
LINESTRING (-77.06835 -12.083671,-77.067961 -12.085035);13543;0.16;0;0.17;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.31;0.31;0.31;0.31;4;4;2.35;2.35;;;;;;;;1;1;1
LINESTRING (-77.065392 -12.078955,-77.064966 -12.078797,-77.063323 -12.079097,-77.061749 -12.079534,-77.061227 -12.079713);4643;0.47;0;0.47;5;;Mariscal Jose La Mar;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;405.41;;66.18;;66.18;0;1.13;1.13;1.13;1.13;24.19;25;7.05;7.05;;;0.81;0.81;1.41;1.41;20;1;1;1
LINESTRING (-77.065934 -12.089871,-77.061484 -12.084488);5608;0.77;0;0.77;1;;Brasil;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;267.38;587.99;201.14;365.81;322.12;370.12;1.02;1.02;1.03;1.04;43.34;43.13;11.51;11.51;;;1.32;1.32;1.84;1.84;25;1;1;1
LINESTRING (-77.057709 -12.090092,-77.06251 -12.086851);5630;0.63;1;0.63;1;;Faustino Sanchez Carrion;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;688.46;;220.24;;811.42;0;0.85;0.85;0.88;;40.15;;9.51;9.51;;;1.09;1.09;1.52;;25;1;1;1
LINESTRING (-77.064527 -12.077279,-77.060723 -12.078725);5931;0.44;-1;0.44;2;;General Manuel Vivanco;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;;89.03;;39.55;0;39.55;0.59;0.59;;0.62;;29.97;6.66;6.66;;;0.76;0.76;;1.07;25;1;1;1
LINESTRING (-77.054154 -12.083352,-77.053764 -12.082757,-77.053719 -12.08227,-77.05373 -12.082209,-77.053844 -12.081804,-77.053878 -12.081748,-77.053974 -12.081538,-77.054367 -12.081087);5933;0.28;0;0.28;5;;Estados Unidos;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;102.66;;31.7;0;31.7;0.68;0.68;0.68;0.68;25;25;3.99;3.99;;;0.49;0.49;0.85;0.85;20;1;1;1
LINESTRING (-77.054154 -12.083352,-77.054488 -12.083287,-77.054887 -12.08316,-77.055053 -12.0831,-77.055184 -12.083029,-77.055283 -12.082977,-77.056488 -12.082119);5934;0.29;0;0.29;2;;San Felipe;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;132.87;202.3;68.2;66.18;71.25;66.18;0.39;0.39;0.4;0.43;29.98;29.78;4.39;4.39;;;0.5;0.5;0.7;0.7;25;1;1;1
LINESTRING (-77.062526 -12.086975,-77.060309 -12.088424);5988;0.29;1;0.29;1;;Faustino Sanchez Carrion;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;924.73;;396.58;;967.62;0;0.39;0.39;0.45;;33.63;;4.35;4.35;;;0.5;0.5;0.7;;25;1;1;1
LINESTRING (-77.061484 -12.084488,-77.058305 -12.080674);5991;0.55;0;0.55;1;;Brasil;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;147.04;510.94;105.61;294.06;196.14;502.62;0.73;0.73;0.73;0.74;42.8;43.1;8.19;8.19;;;0.94;0.94;1.31;1.31;25;1;1;1
LINESTRING (-77.061484 -12.084488,-77.06138 -12.084462,-77.060602 -12.083526);5992;0.15;1;0.15;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;190.1;;163.09;;163.85;0;0.19;0.19;0.19;;42.9;;2.18;2.18;;;0.25;0.25;0.44;;20;1;1;1
LINESTRING (-77.061484 -12.084488,-77.06155 -12.084501,-77.062337 -12.085428);5993;0.14;1;0.14;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;62.21;;24.32;;153.08;0;0.19;0.19;0.19;;43.23;;2.11;2.11;;;0.24;0.24;0.42;;20;1;1;1
LINESTRING (-77.058305 -12.080674,-77.058393 -12.080694,-77.060678 -12.083436);5995;0.4;1;0.4;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;5.61;;2.23;;20.57;0;0.54;0.54;0.54;;42.9;;6.23;6.23;;;0.69;0.69;1.21;;20;1;1;1
LINESTRING (-77.067223 -12.083141,-77.067591 -12.084064);6001;0.11;0;0.11;2;101;Antonio Jose De Sucre;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;1507.21;486.02;664.73;332.25;664.73;332.25;0.15;0.15;0.2;0.15;29.21;29.58;1.65;1.65;;;0.19;0.19;0.26;0.26;25;1;1;1
LINESTRING (-77.067223 -12.083141,-77.066116 -12.083519);6002;0.13;0;0.13;1;;La Marina;4;4;1200;1200;45;45;0.8;0.8;3.68;3.68;4800;4800;926.25;698.33;407.21;222.92;1063.27;936.93;0.17;0.17;0.2;0.18;39.03;43.24;1.91;1.91;;;0.22;0.22;0.31;0.31;25;1;1;1
LINESTRING (-77.06299 -12.086369,-77.061476 -12.084548,-77.061484 -12.084488);6007;0.27;1;0.27;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;10.16;;6.43;;37.87;0;0.36;0.36;0.36;;42.53;;4;4;;;0.46;0.46;0.8;;20;1;1;1
LINESTRING (-77.066116 -12.083519,-77.065807 -12.0827);6008;0.1;0;0.1;5;;Paseo De La Libertad;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;12.29;2.62;8.96;2.62;11.56;13.06;0.23;0.23;0.23;0.23;25;25;1.45;1.45;;;0.17;0.17;0.29;0.29;20;1;1;1
LINESTRING (-77.064509 -12.082034,-77.065008 -12.083313);6012;0.15;-1;0.15;5;;Tarapaca;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;12.29;;8.96;0;11.56;0.36;0.36;;0.36;;25;2.27;2.27;;;0.26;0.26;;0.45;20;1;1;1
LINESTRING (-77.06308 -12.078281,-77.061096 -12.079455);6015;0.25;0;0.25;5;;Jorge Chavez;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.6;0.6;0.6;0.6;25;25;3.78;3.78;;;0.43;0.43;0.76;0.76;20;1;1;1
LINESTRING (-77.061227 -12.079713,-77.062611 -12.081932);6018;0.29;0;0.29;5;;Mariscal Agustin Gamarra;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.69;0.69;0.69;0.69;25;25;4.32;4.32;;;0.49;0.49;0.86;0.86;20;1;1;1
LINESTRING (-76.936004 -12.070596,-76.935311 -12.07568);13402;0.57;0;0.49;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.13;1.13;1.13;1.13;4;4;8.51;8.51;;;;;;;;1;1;1
LINESTRING (-77.06835 -12.083671,-77.066628 -12.084424);13544;0.21;0;0.17;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.41;0.41;0.41;0.41;4;4;3.08;3.08;;;;;;;;1;1;1
LINESTRING (-77.068605 -12.086768,-77.068875 -12.087506);4567;0.09;0;0.09;2;101;Antonio Jose De Sucre;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;1603.96;988.09;707.23;297.53;707.23;297.53;0.12;0.12;0.18;0.13;28.97;29.64;1.3;1.3;;;0.15;0.15;0.21;0.21;25;1;1;1
LINESTRING (-77.065934 -12.089871,-77.066017 -12.089896,-77.066565 -12.090573);5606;0.11;1;0.11;1;;Brasil;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;963.68;;276.69;;276.69;0;0.14;0.14;0.16;;38.5;;1.58;1.58;;;0.18;0.18;0.25;;25;1;1;1
LINESTRING (-77.065934 -12.089871,-77.065838 -12.089853,-77.064544 -12.08828,-77.063192 -12.086634);5609;0.47;1;0.47;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;43.09;;11.5;;67.45;0;0.62;0.62;0.63;;43.96;;7.03;7.03;;;0.8;0.8;1.41;;20;1;1;1
LINESTRING (-77.066116 -12.083519,-77.066628 -12.084424);6010;0.11;0;0.11;5;;Paseo De La Libertad;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;99.6;;77.22;;77.22;0;0.28;0.28;0.28;0.28;25;25;1.72;1.72;;;0.2;0.2;0.34;0.34;20;1;1;1
LINESTRING (-77.067906 -12.087854,-77.065894 -12.088583);6026;0.23;0;0.23;5;;Puente Y Cortez;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.56;0.56;0.56;0.56;25;25;3.5;3.5;;;0.4;0.4;0.7;0.7;20;1;1;1
